BCH 	 USD 	 Coinbase
ETH 	 USDT 	 Binance
ETH 	 BTC 	 Binance
BRD 	 BNB 	 Binance
BRD 	 ETH 	 Binance
BRD 	 BTC 	 Binance
KMD 	 ETH 	 Binance
KMD 	 BTC 	 Binance
ENJ 	 BTC 	 Binance
ENJ 	 ETH 	 Binance
ENJ 	 BNB 	 Binance
ADX 	 ETH 	 Binance
ADX 	 BTC 	 Binance
ADX 	 BNB 	 Binance
AE 	 BTC 	 Binance
AE 	 BNB 	 Binance
AE 	 ETH 	 Binance
SALT 	 BTC 	 Binance
SALT 	 ETH 	 Binance
HOT* 	 BTC 	 Binance
HOT* 	 ETH 	 Binance
BTG 	 BTC 	 Binance
BTG 	 ETH 	 Binance
VIB 	 BTC 	 Binance
VIB 	 ETH 	 Binance
CMT* 	 BNB 	 Binance
CMT* 	 ETH 	 Binance
CMT* 	 BTC 	 Binance
LRC 	 BTC 	 Binance
LRC 	 ETH 	 Binance
WINGS 	 BTC 	 Binance
WINGS 	 ETH 	 Binance
BLZ 	 ETH 	 Binance
BLZ 	 BTC 	 Binance
BLZ 	 BNB 	 Binance
MTH 	 BTC 	 Binance
MTH 	 ETH 	 Binance
CTR 	 ETH 	 Binance
CTR 	 BTC 	 Binance
ZIL 	 BNB 	 Binance
ZIL 	 BTC 	 Binance
ZIL 	 ETH 	 Binance
REP 	 ETH 	 Binance
REP 	 BTC 	 Binance
REP 	 BNB 	 Binance
ARK 	 ETH 	 Binance
ARK 	 BTC 	 Binance
TNB 	 ETH 	 Binance
TNB 	 BTC 	 Binance
RPX 	 BTC 	 Binance
RPX 	 ETH 	 Binance
RPX 	 BNB 	 Binance
AST 	 BTC 	 Binance
AST 	 ETH 	 Binance
IOST 	 BTC 	 Binance
IOST 	 ETH 	 Binance
OST 	 BNB 	 Binance
OST 	 ETH 	 Binance
OST 	 BTC 	 Binance
AMB 	 BNB 	 Binance
AMB 	 ETH 	 Binance
AMB 	 BTC 	 Binance
WTC 	 BTC 	 Binance
WTC 	 BNB 	 Binance
WTC 	 ETH 	 Binance
PIVX 	 BTC 	 Binance
PIVX 	 ETH 	 Binance
PIVX 	 BNB 	 Binance
NANO 	 BNB 	 Binance
NANO 	 BTC 	 Binance
NANO 	 ETH 	 Binance
SC 	 BNB 	 Binance
SC 	 BTC 	 Binance
SC 	 ETH 	 Binance
BCN 	 BTC 	 Binance
BCN 	 ETH 	 Binance
BCN 	 BNB 	 Binance
CND 	 BTC 	 Binance
CND 	 ETH 	 Binance
CND 	 BNB 	 Binance
RDN* 	 ETH 	 Binance
RDN* 	 BTC 	 Binance
RDN* 	 BNB 	 Binance
EDO 	 BTC 	 Binance
EDO 	 ETH 	 Binance
VET 	 USDT 	 Binance
VET 	 BTC 	 Binance
VET 	 BNB 	 Binance
VET 	 ETH 	 Binance
NAV 	 BTC 	 Binance
NAV 	 ETH 	 Binance
NAV 	 BNB 	 Binance
GRS 	 BTC 	 Binance
GRS 	 ETH 	 Binance
ZEC 	 ETH 	 Binance
ZEC 	 BTC 	 Binance
DATA 	 ETH 	 Binance
DATA 	 BTC 	 Binance
THETA 	 ETH 	 Binance
THETA 	 BTC 	 Binance
THETA 	 BNB 	 Binance
NEO 	 ETH 	 Binance
NEO 	 USDT 	 Binance
NEO 	 BNB 	 Binance
NEO 	 BTC 	 Binance
MANA 	 BTC 	 Binance
MANA 	 ETH 	 Binance
SNT 	 ETH 	 Binance
SNT 	 BTC 	 Binance
XLM 	 USDT 	 Binance
XLM 	 BTC 	 Binance
XLM 	 BNB 	 Binance
XLM 	 ETH 	 Binance
WAN 	 BNB 	 Binance
WAN 	 BTC 	 Binance
WAN 	 ETH 	 Binance
LTC 	 BTC 	 Binance
LTC 	 ETH 	 Binance
LTC 	 USDT 	 Binance
LTC 	 BNB 	 Binance
SUB 	 ETH 	 Binance
SUB 	 BTC 	 Binance
REQ 	 BTC 	 Binance
REQ 	 ETH 	 Binance
BNT 	 BTC 	 Binance
BNT 	 ETH 	 Binance
ICX 	 BTC 	 Binance
ICX 	 BNB 	 Binance
ICX 	 USDT 	 Binance
ICX 	 ETH 	 Binance
HSR 	 BTC 	 Binance
HSR 	 ETH 	 Binance
SKY 	 BTC 	 Binance
SKY 	 BNB 	 Binance
SKY 	 ETH 	 Binance
INS 	 BTC 	 Binance
INS 	 ETH 	 Binance
BNB 	 ETH 	 Binance
BNB 	 USDT 	 Binance
BNB 	 BTC 	 Binance
VIA 	 ETH 	 Binance
VIA 	 BTC 	 Binance
VIA 	 BNB 	 Binance
NULS 	 USDT 	 Binance
NULS 	 ETH 	 Binance
NULS 	 BNB 	 Binance
NULS 	 BTC 	 Binance
CLOAK 	 BTC 	 Binance
CLOAK 	 ETH 	 Binance
GAS 	 BTC 	 Binance
POE 	 BTC 	 Binance
POE 	 ETH 	 Binance
XRB 	 BTC 	 Binance
XRB 	 BNB 	 Binance
XRB 	 ETH 	 Binance
KNC 	 BTC 	 Binance
KNC 	 ETH 	 Binance
SNM 	 ETH 	 Binance
SNM 	 BTC 	 Binance
XEM 	 BNB 	 Binance
XEM 	 BTC 	 Binance
XEM 	 ETH 	 Binance
YOYOW 	 ETH 	 Binance
YOYOW 	 BTC 	 Binance
YOYOW 	 BNB 	 Binance
XMR 	 BTC 	 Binance
XMR 	 ETH 	 Binance
NPXS 	 BTC 	 Binance
NPXS 	 ETH 	 Binance
TRIG 	 BNB 	 Binance
TRIG 	 BTC 	 Binance
TRIG 	 ETH 	 Binance
LOOM 	 BTC 	 Binance
LOOM 	 ETH 	 Binance
LOOM 	 BNB 	 Binance
RLC 	 BNB 	 Binance
RLC 	 BTC 	 Binance
RLC 	 ETH 	 Binance
SNGLS 	 BTC 	 Binance
SNGLS 	 ETH 	 Binance
LEND 	 BTC 	 Binance
LEND 	 ETH 	 Binance
BCPT 	 ETH 	 Binance
BCPT 	 BTC 	 Binance
BCPT 	 BNB 	 Binance
ETHOS 	 ETH 	 Binance
ETHOS 	 BTC 	 Binance
HCC 	 BTC 	 Binance
PPT 	 ETH 	 Binance
PPT 	 BTC 	 Binance
ARN 	 BTC 	 Binance
ARN 	 ETH 	 Binance
QKC 	 ETH 	 Binance
QKC 	 BTC 	 Binance
CVC 	 BNB 	 Binance
CVC 	 BTC 	 Binance
CVC 	 ETH 	 Binance
TNT 	 BTC 	 Binance
TNT 	 ETH 	 Binance
EVX 	 ETH 	 Binance
EVX 	 BTC 	 Binance
MDA 	 ETH 	 Binance
MDA 	 BTC 	 Binance
DENT 	 BTC 	 Binance
DENT 	 ETH 	 Binance
BTM 	 ETH 	 Binance
QSP 	 BNB 	 Binance
QSP 	 BTC 	 Binance
QSP 	 ETH 	 Binance
CHAT 	 BTC 	 Binance
CHAT 	 ETH 	 Binance
STORJ 	 ETH 	 Binance
STORJ 	 BTC 	 Binance
VIBE 	 ETH 	 Binance
VIBE 	 BTC 	 Binance
RCN 	 ETH 	 Binance
RCN 	 BNB 	 Binance
RCN 	 BTC 	 Binance
BCD 	 ETH 	 Binance
BCD 	 BTC 	 Binance
DOCK 	 ETH 	 Binance
DOCK 	 BTC 	 Binance
WAVES 	 ETH 	 Binance
WAVES 	 BNB 	 Binance
WAVES 	 BTC 	 Binance
LUN 	 BTC 	 Binance
LUN 	 ETH 	 Binance
XVG 	 ETH 	 Binance
XVG 	 BTC 	 Binance
OAX 	 BTC 	 Binance
OAX 	 ETH 	 Binance
ELC 	 BTC 	 Binance
ICN 	 BTC 	 Binance
ICN 	 ETH 	 Binance
STORM 	 BNB 	 Binance
STORM 	 BTC 	 Binance
STORM 	 ETH 	 Binance
OMG 	 BTC 	 Binance
OMG 	 ETH 	 Binance
ZEN 	 BNB 	 Binance
ZEN 	 BTC 	 Binance
ZEN 	 ETH 	 Binance
QLC 	 BTC 	 Binance
QLC 	 BNB 	 Binance
QLC 	 ETH 	 Binance
IOTA 	 ETH 	 Binance
IOTA 	 BTC 	 Binance
YOYO 	 ETH 	 Binance
BTC 	 USDT 	 Binance
